Médecin_ID,Nom,Prénom,Spécialité,Code Postal,Ville,Département,Région
bea5a501-f1ff-472a-aaf4-45e86c63a59f,Berger,Capucine,Dermatologue,71556,Saint Roland,Nord,Limousin
a7af44a5-aa30-4db0-900b-ac60d65125cc,Laroche,Claudine,Cardiologue,17141,Bodin,Vaucluse,Languedoc-Roussillon
d1b9f654-24a3-4acf-992d-cccec2db65c4,Gaillard,Étienne,Cardiologue,26589,Delannoy,Morbihan,Bourgogne
871c4682-81cb-420e-b8ff-5ebedf9f75a2,Carre,Océane,Généraliste,91255,Charles-les-Bains,Alpes-de-Haute-Provence,Pays-de-Loire
b60a7ee2-154d-443e-bedd-5d3fcd59cd7b,Dumont,Roland,Dermatologue,54768,Le Goff,Bouches-du-Rhône,Lorraine
4f310ec3-3ef9-4614-8017-831159a65a8d,Hamel,Philippine,Pédiatre,22709,Saint Océane,Hauts-de-Seine,Réunion
62274b52-13e2-4200-a87a-7f5b68b687e1,Boyer,Françoise,Dermatologue,20829,LopesBourg,Gironde,Haute-Normandie
4f85da83-50ca-4f7e-a546-c81e622248e2,Collet,Christelle,Pédiatre,79436,Hardynec,Doubs,Réunion
9735da83-45ea-4a89-9b54-0d904be7ad22,Bègue,Camille,Généraliste,96988,Aubry,Tarn-et-Garonne,Martinique
1e88e00e-eab2-4e3c-aaae-651425eb20bb,Ruiz,Élise,Cardiologue,13989,HebertVille,Hérault,Province-Alpes-Côte d'Azur
6a4b6a9f-a5e0-4c69-a728-5c3edf34d0aa,Maillot,Marcel,Ophtalmologue,78856,Durand,Oise,Mayotte
4994ceb3-6428-4046-ad6a-d373a89795a1,Schneider,Robert,Ophtalmologue,70141,Gilles-sur-Mer,Indre,Wallis-et-Futuna
6636d098-8cd8-4d55-94b8-47c4d2dde605,Cousin,Richard,Dermatologue,10525,Monnier,Hauts-de-Seine,Haute-Normandie
0432703f-019a-4880-8189-770a7901e957,Bègue,Patrick,Dermatologue,06588,Schmitt,Tarn,Franche-Comté
c6af5cdb-ba46-48e2-8024-3f3e525d88db,Lemaître,Marthe,Généraliste,34565,Laroche,Aisne,Saint-Pierre-et-Miquelon
cf83a074-c03b-4c0b-91e5-060df1d6685d,Picard,Camille,Ophtalmologue,11857,Coste,Haut-Rhin,Polynésie française
17c713e5-0463-4f7f-a277-ab453f081dfd,Gay,Édith,Dermatologue,62579,Vincent-sur-Andre,Moselle,Nouvelle-Calédonie
37b9b31f-b29f-4b71-85bd-bb40045d9963,Pelletier,Christine,Cardiologue,76221,Guillot,Indre,Rhone-Alpes
2bdca1c7-e696-4b19-ad02-201f5d4325b1,Andre,Franck,Ophtalmologue,54791,Imbert,Paris,Limousin
8de3dbd1-6930-4df7-b791-a05741a3539a,Joly,Alexandrie,Pédiatre,26333,Colinboeuf,Loire,Réunion
87ef0b70-d81c-4fd2-a48c-e34b457fa47f,Faivre,Alix,Généraliste,41975,Jacquet,Aude,Alsace
bbda254b-c2fd-401b-9428-b86d57f2551c,Briand,Alexandria,Pédiatre,54080,Gérard-les-Bains,Côte-d'Or,Languedoc-Roussillon
06b47e23-0773-411e-be5b-c3ef45f026a0,Boyer,Thérèse,Cardiologue,41135,PintoVille,Eure,Centre
ee2e8dda-66d4-45b6-a658-5d835597da1e,Blanchet,Jules,Ophtalmologue,55271,Sainte DianeBourg,Cantal,Midi-Pyrénées
e0d725bb-a444-4575-a218-09428d9215b4,Valentin,Christelle,Dermatologue,84284,Saint Noémi,Puy-de-Dôme,Nouvelle-Calédonie
354380c4-8e2a-428f-bec2-cbc4e7fa2931,Fernandez,Anastasie,Cardiologue,18799,Larocheboeuf,Cantal,Bretagne
e4b71e62-f160-4738-88ff-59ea4f1a2d39,Muller,Paul,Ophtalmologue,15512,Charpentier,Nord,Bourgogne
17b60cd3-685a-4012-93fd-4665aff73e74,Chartier,Caroline,Ophtalmologue,75861,Bouchet,Meurthe-et-Moselle,Nouvelle-Calédonie
aa407f38-2f53-4c0a-9c15-85c8263b2a5d,Lefebvre,Jacques,Cardiologue,83172,Gauthier-sur-Morin,Hauts-de-Seine,Corse
8db3f266-a4dd-4633-ba7a-c89c1590385f,Lelièvre,Dorothée,Pédiatre,97074,Diallodan,Charente,Nord-Pas-de-Calais
6600a0f8-ff77-4f8e-a02a-f4e423f66715,Charrier,Mathilde,Pédiatre,98646,Marion-sur-Delahaye,Saône-et-Loire,Corse
17351548-8e6d-4805-9b39-3172f71597d6,Le Gall,Augustin,Dermatologue,49154,Saint René,Gard,Poitou-Charentes
b03ef261-0b2f-414b-b4e9-74d836752f8c,Moreno,William,Ophtalmologue,39071,Humbert,Pyrénées-Atlantiques,Mayotte
b0e89393-271c-41e8-bd78-afb5ef10b659,Sanchez,Zoé,Pédiatre,75483,Noël,Gard,Guyane
42993cb9-9e0f-48e8-99d6-2c0f1b3c7bef,Ruiz,Laurence,Pédiatre,19408,Voisinboeuf,Ardennes,Aquitaine
10026e77-89b0-41b9-8fb9-8784eadcf28d,Faure,Denise,Ophtalmologue,91797,Schmitt,Yonne,Wallis-et-Futuna
155ea2ce-e314-485a-8029-36e2bd056f52,Dupont,Chantal,Cardiologue,89866,Saint Dorothée,Tarn,Polynésie française
85d7366d-749f-4f39-997b-84fd99c97d59,Chauvet,Camille,Ophtalmologue,37966,Potier,Tarn-et-Garonne,Franche-Comté
cd00fe91-11f4-48ae-bb51-25b645a99aea,Laine,Valérie,Ophtalmologue,46544,Hubertnec,Meuse,Province-Alpes-Côte d'Azur
640c4cc6-06a7-41ce-91c4-42f309be2cb8,Dijoux,Alphonse,Généraliste,14408,Regnier,Somme,Poitou-Charentes
6c19fa0a-8f7b-429b-a321-1377d10c4e8e,Fischer,Jean,Cardiologue,65386,Ferreira,Seine-Maritime,Martinique
50dd4f6a-76cb-4e64-8c04-3ee0a0cfd587,Bonnet,Louis,Ophtalmologue,15675,Chrétien,Jura,Guadeloupe
56bc6c19-91ba-4dc2-b903-815168dd1d50,Blondel,Louise,Pédiatre,81611,ValléeBourg,Sarthe,Saint-Martin
a22ea25d-5483-4a44-ae11-1e8f8e238ef7,Didier,Odette,Cardiologue,20462,Bigot,Lozère,Nouvelle-Calédonie
ee6bf73e-f845-44a7-b1b3-7cb4400e2a7f,Dupuis,Luc,Ophtalmologue,10718,Saint Robert,Jura,Nord-Pas-de-Calais
d5a64d75-0d78-41d1-b5dd-267009de2189,Parent,Diane,Dermatologue,79281,Vincent-sur-Lucas,Martinique,Saint-Martin
b08197a3-3ad6-4556-8c0b-f811110d33f2,Joly,Thomas,Dermatologue,14235,PetitVille,Corrèze,Nord-Pas-de-Calais
dca99121-e3a1-44f3-a547-771296e1bc5e,Delmas,Danielle,Cardiologue,03228,LopezVille,Landes,Lorraine
fb1d6dd9-f263-4b1e-b60f-cfc94f03bb5c,Lagarde,Paulette,Pédiatre,17099,Gautier-sur-Brunet,Sarthe,Basse-Normandie
d32ca07d-a950-49ef-8ef2-4fbc0dafc152,Lucas,Zacharie,Ophtalmologue,87379,Marin-la-Forêt,Dordogne,Île-de-France
2b5bbe31-c7af-48dc-a5e4-2f20e88afdce,Renaud,Anne,Pédiatre,76365,Diallo,Savoie,Champagne-Ardenne
6277d387-4c36-4dca-8e8b-927e917c22d3,Berthelot,Antoinette,Généraliste,55477,Gaudin,Pyrénées-Orientales,Saint-Martin
1eeb129e-eb4b-45ab-ad97-4a339d6a52cc,Legros,Eugène,Généraliste,50483,Caron,Hautes-Pyrénées,Wallis-et-Futuna
f415f7be-bbb1-4629-be7a-e149fff0d8be,Renard,Christophe,Ophtalmologue,42446,Muller,Jura,Mayotte
a62fc7e0-5c91-4ac1-9bf4-7709eb7a7add,Allard,Théophile,Ophtalmologue,75026,Saint Nicolas,Loire,Réunion
536140e7-01a4-4bb3-a359-130b35b4f537,Gros,Julie,Pédiatre,76729,Sainte HélèneBourg,Côte-d'Or,Guyane
9fa588c1-1abb-4bdd-a8ac-f03eee36a724,Letellier,Michèle,Pédiatre,68282,Jacques,Haute-Marne,Champagne-Ardenne
09355206-4c06-4147-8452-25cd9fc22682,Mendès,Marcel,Dermatologue,12284,Saint Joséphine-sur-Mer,Gard,Champagne-Ardenne
7bc04b2f-84bc-41b4-aec8-a901d6522ac9,Blondel,Arnaude,Pédiatre,84633,Bessondan,Finistère,Poitou-Charentes
e6464061-45d3-436d-98ff-a1fec912ab7a,Vallée,Thérèse,Cardiologue,78654,Joubertnec,Haute-Vienne,Bretagne
f87dc668-fe81-4bc4-bdd0-80eac33cdab1,Delattre,Alix,Ophtalmologue,97545,Da Costa,Haute-Marne,Haute-Normandie
22fd39f4-c59e-4daa-9f69-f44a0ac46fc7,Blot,Anne,Dermatologue,94761,Moreno,Yvelines,Saint-Pierre-et-Miquelon
7a897415-40af-4013-898d-67eead94d681,Vallet,Claire,Ophtalmologue,31605,Sainte Xavierdan,Cantal,Midi-Pyrénées
5eae0dff-bfb6-408c-a854-223dd6707bf2,Rémy,Nath,Dermatologue,87493,Costa-sur-Mathieu,Nièvre,Martinique
3d96507b-ddc3-4beb-9c16-d8b60cfaaa24,Nicolas,Juliette,Généraliste,85808,Schmitt,Marne,Bourgogne
52f7628c-1995-4188-b2a1-8db70ffc9405,Allard,Marie,Généraliste,51349,Gosselin,Martinique,Haute-Normandie
4b9231e3-4e2e-48f2-a6ba-f4a9273f7e60,Ruiz,Stéphane,Pédiatre,38831,Lejeune,Corse-du-Sud,Wallis-et-Futuna
e19749fc-7f04-4eb6-9419-76218949dc8d,Camus,Alexandre,Ophtalmologue,66770,Saint Guy,Haute-Loire,Saint-Pierre-et-Miquelon
2711110c-e36e-4c58-af98-72a58257a44f,Arnaud,Maurice,Cardiologue,64014,WagnerVille,Sarthe,Auvergne
8e604ed4-2de0-4e21-83e0-f3cd1e4d93af,Aubert,Nathalie,Ophtalmologue,24304,Saint Alfred,Bouches-du-Rhône,Midi-Pyrénées
596c8df9-4267-44cd-a4d6-220c585e6cea,Dupont,Charlotte,Généraliste,54708,Humbert,Cantal,Basse-Normandie
9138b6c4-a481-43df-b4bb-bada6632507d,Denis,Victor,Cardiologue,42327,Salmon,Corrèze,Saint-Pierre-et-Miquelon
8396191b-fc44-45ab-b82a-93ea7d679bb7,Maillard,Maurice,Pédiatre,08273,Delaunay,Charente,Bourgogne
cecbc55a-80ad-4bf9-98e6-48f42784108a,Morin,Danielle,Ophtalmologue,51127,Sainte Aurore,Morbihan,Auvergne
798792c5-e8b7-474e-9185-2e3c20bf48ff,Marie,Lorraine,Dermatologue,67267,Lejeune-la-Forêt,Aube,Auvergne
b1fed158-172e-4fb2-9cca-7326f9ce5a18,Charles,Étienne,Ophtalmologue,48147,Marques-sur-Clément,Puy-de-Dôme,Limousin
2553e6ba-6a42-4a40-8ead-a0d3df4179e5,Roche,Aurore,Dermatologue,60248,Guérin,Landes,Franche-Comté
be527bf8-e874-404d-8865-47c99232946f,Martel,Suzanne,Ophtalmologue,93104,Simon-la-Forêt,Gard,Saint-Pierre-et-Miquelon
9361c880-5f92-4a3d-9657-2cbd517bf50d,Roux,Nathalie,Pédiatre,12913,Maurice,Marne,Saint-Barthélémy
6ccf5d9e-e646-4c94-abe9-cd6dbd4b290e,Pinto,Noël,Ophtalmologue,37057,Perrot,Seine-et-Marne,Province-Alpes-Côte d'Azur
7f887fb7-4a1c-4ec0-9dbf-3251d4fe16df,Blanchard,Chantal,Cardiologue,38083,Raynaud,Pyrénées-Atlantiques,Rhone-Alpes
af080d8a-15b2-4fef-9f58-c7cf599bc96e,Gauthier,Renée,Généraliste,37456,Colin-sur-Guillet,Jura,Île-de-France
9268e9f4-fdfb-4522-9428-1260733ce9f9,Briand,Monique,Dermatologue,69706,Pottiernec,Allier,Saint-Martin
f7fd6ab1-036e-4dcb-85e4-dbd79a7e36cf,Maury,Gilbert,Dermatologue,28897,Jacquot-sur-Mer,Haute-Saône,Alsace
3f3064fd-269e-48b5-bb2d-8ace5f876fef,Dumont,Jérôme,Généraliste,64780,Mary-sur-Maurice,Haute-Corse,Haute-Normandie
d60b9e13-4402-4baa-acd5-0bd365f16710,Reynaud,Élodie,Dermatologue,09009,Saint Michel-la-Forêt,Territoire de Belfort,Réunion
49e09538-491c-4445-b816-1470b1e447c3,Laporte,Denise,Cardiologue,17595,Lopez,La Réunion,Saint-Martin
42c3de0e-93b3-41e7-aaad-eb0c1b028ea2,Laroche,Maryse,Pédiatre,85718,DelmasVille,Seine-et-Marne,Polynésie française
863dc0a2-8262-4d38-8538-eb3a9f42d72d,Chevalier,Alex,Cardiologue,19590,Sainte Gilles-la-Forêt,Haute-Saône,Champagne-Ardenne
99168f5b-ffa1-4303-987f-be32cfe7fee5,Perrot,Nathalie,Dermatologue,57752,Roche,Charente-Maritime,Guadeloupe
c586632b-1d1a-43b7-9b3d-770ef0d814ca,Pichon,Sophie,Généraliste,79088,Bailly,Lot,Martinique
6c316d24-c50f-41f0-9af8-e81c02864604,Caron,Margaret,Pédiatre,27642,Moulin,Cantal,Poitou-Charentes
c35f6a83-7d8a-4bca-ba8b-7832e946cd93,Duhamel,Stéphane,Généraliste,17096,Carreboeuf,Lot-et-Garonne,Basse-Normandie
334debd2-ac93-4c1a-99af-6a98279091ef,Dupré,Isaac,Pédiatre,68532,Sainte Joséphine,Ille-et-Vilaine,Bourgogne
1b1ab2dc-a967-44ae-82fb-39feb3b6ffac,Bruneau,Pierre,Généraliste,12262,Gilles-sur-Mer,Ain,Bretagne
3f938074-a86a-4a0e-b2c2-c047f0fd7a75,Chevallier,Patricia,Pédiatre,10048,Dijoux,Dordogne,Champagne-Ardenne
ce06403a-c8a2-4451-aea1-6e6b1d7d1ff8,De Sousa,Tristan,Pédiatre,89021,DupréBourg,Marne,Alsace
5384f4a0-9eb6-4789-831c-20fa7fda530e,Boucher,Nath,Dermatologue,88294,Teixeira-les-Bains,Mayenne,Poitou-Charentes
4a2a029f-2de5-4660-a845-e98d619b99f1,Hoareau,Dorothée,Pédiatre,31058,LerouxBourg,Ardennes,Wallis-et-Futuna
cf2bc4ca-913f-414d-8349-13a1a355169d,Besson,Gilles,Dermatologue,92020,Guillet,Pyrénées-Orientales,Saint-Martin
4af428ff-5831-4650-b77f-7a3cf83701cb,Dufour,Sylvie,Cardiologue,05904,Dufour,Loir-et-Cher,Pays-de-Loire
540d271f-a2e0-49a3-9eed-d8dd545a8451,Mace,Isaac,Généraliste,95798,Sainte Laurent-la-Forêt,Meuse,Martinique
58f3faeb-7fe6-49ef-a428-eac626ccdbce,Carlier,Auguste,Dermatologue,43687,Renault,Landes,Martinique
f173373c-f495-4294-add1-9fb6d5b1f453,Poirier,Marie,Dermatologue,87684,Dos Santos-la-Forêt,Aude,Champagne-Ardenne
6fd6b3e1-6f45-418f-8e62-565ebce670a4,Martin,Nicolas,Ophtalmologue,87001,Saint ThibaultVille,Eure,Bretagne
f67c7c7a-f196-4e5c-99c2-abe1e7b21301,Mary,Aimée,Généraliste,55821,Perrierdan,Guyane,Auvergne
eb3dd073-dd98-41ef-b29b-770e3ef4d1dc,Collet,Aurore,Généraliste,17552,Marchal-sur-Gilles,Tarn,Polynésie française
15df2426-861e-450b-8ccf-86e260220d75,Pichon,Hélène,Généraliste,06210,Sainte Laurentnec,Ille-et-Vilaine,Île-de-France
d5cc685c-fef6-41bf-a643-5e8c0a3827bc,Gimenez,Lucas,Cardiologue,49063,Dumas,Mayenne,Lorraine
1bdb4c0d-9b62-42b9-af39-88ad10c23b21,Chauvin,Lucy,Généraliste,94897,Sainte Thérèse,Creuse,Bourgogne
765c5fe5-959f-439a-9841-ff7e6ebf9491,Reynaud,Mathilde,Pédiatre,27238,Sainte MargotVille,Eure,Rhone-Alpes
0d973947-fc70-43af-a46c-09f839512c85,Lombard,Sébastien,Pédiatre,50556,Hernandez,Savoie,Pays-de-Loire
145f609a-ccda-4465-9cfe-1574c33e6651,Camus,Sébastien,Cardiologue,78528,Brunet-les-Bains,Haute-Marne,Mayotte
62fb0750-76a2-42db-b320-51fb3ab9455c,Techer,Alfred,Cardiologue,97445,Rocher,Bas-Rhin,Haute-Normandie
eabac78e-2e51-4504-b231-134266a5c72b,Nguyen,Émilie,Cardiologue,29991,Dijoux,Martinique,Réunion
cf28a2c6-4d94-4743-841d-07b7d4af9292,Launay,Augustin,Pédiatre,48067,Lenoir-sur-Gomez,Yvelines,Languedoc-Roussillon
d7f1c7aa-4fa1-4397-9bf6-fceadd8d36fc,Louis,Élise,Pédiatre,94895,Bouvier-la-Forêt,Corse-du-Sud,Saint-Pierre-et-Miquelon
097c393c-1990-4623-b354-e828d8c9a51d,Jean,Mathilde,Généraliste,33240,Renaud,Hauts-de-Seine,Nouvelle-Calédonie
111bb91d-b6bb-4ea3-818a-1fab6ab53fd5,Nguyen,Camille,Pédiatre,55489,Saint Victoire,Côtes-d'Armor,Alsace
0d939f26-e3d0-42d8-aac8-a240e484522b,Rousseau,Benjamin,Ophtalmologue,16607,Da Silva,Seine-Maritime,Auvergne
4aebf4a0-92ff-41e6-a421-7dfb01b84a92,Moulin,Jeanne,Ophtalmologue,61319,Denisboeuf,Haute-Garonne,Nord-Pas-de-Calais
bfe33d6e-0db6-4b43-a015-a385079cf9a0,Robert,Audrey,Généraliste,87760,Thibault-sur-Mer,Loiret,Bourgogne
7e991410-9106-41a3-a6db-8a7f657714a1,Rolland,Margaret,Ophtalmologue,05202,Aubry,Tarn-et-Garonne,Aquitaine
c26764cf-b991-4492-bb31-0747abe5edd8,Adam,Marie,Pédiatre,13984,Becker,Var,Midi-Pyrénées
28d709d5-b81d-4fb2-b189-50e3d8d8bd07,Joseph,Paulette,Cardiologue,92690,MunozBourg,Hauts-de-Seine,Limousin
43ede7bc-5294-495c-9136-2aa9dea5aff9,Léger,Cécile,Généraliste,51778,PoirierBourg,Côtes-d'Armor,Bourgogne
7d99a1fc-b450-4802-ad7c-b2bb19b66e3b,Hoareau,Claude,Cardiologue,95489,Blanc,Mayenne,Alsace
142053b2-3849-4b06-ad77-0ca5c47ea67f,Roy,René,Pédiatre,08918,Mallet,Territoire de Belfort,Bourgogne
c24e8855-48ac-43a1-89d5-ca367485201f,Charrier,Léon,Dermatologue,39277,Maillot,Dordogne,Poitou-Charentes
84c50fe3-6f05-4d32-aede-037ce5954547,Fournier,Véronique,Ophtalmologue,94131,Saint Mathilde,Saône-et-Loire,Midi-Pyrénées
6c5fb199-fd47-4d10-9cfe-032a3a5645a8,Vallée,Thierry,Ophtalmologue,62624,Seguin,Corse-du-Sud,Languedoc-Roussillon
25650f23-de48-4526-afec-86a557c0b37b,Fournier,Lorraine,Dermatologue,20987,Andre-sur-Lesage,Val-d'Oise,Nord-Pas-de-Calais
9acdfef8-d991-40ce-b5d4-5aa419cc06dd,Collet,Adélaïde,Généraliste,15213,Benarddan,Cher,Aquitaine
53f43660-ee68-4c64-84ae-541cfbe6ec67,Noël,David,Ophtalmologue,64043,Fischer,Savoie,Poitou-Charentes
4b23ff81-d552-465d-adf7-93cf008a2f81,Humbert,Marthe,Ophtalmologue,93910,Hamel,Indre,Franche-Comté
ed706200-9481-4057-94dc-7c50ed2df337,Coulon,Virginie,Généraliste,58965,Raynaud-sur-Muller,Vendée,Aquitaine
38dd5764-617b-48f2-b528-8bbc89b7232d,Jacob,Monique,Cardiologue,96866,Guyot,Guyane,Limousin
5124540a-6690-42e1-9f77-28a6cbe2ead5,Dumont,Cécile,Pédiatre,40652,Saint Adrien,Maine-et-Loire,Saint-Pierre-et-Miquelon
7b30b8dd-c5f2-4cf1-92ce-71cab17d95f6,Gosselin,Alexandre,Dermatologue,70553,Gosselin-sur-Lecomte,Vaucluse,Franche-Comté
58cdd993-f37c-43ce-894c-971a2df41578,Le Goff,Susan,Cardiologue,39632,Diallodan,Gard,Alsace
b7949824-3c08-4691-bb01-f7f3880958db,Lucas,Matthieu,Généraliste,47508,MasseVille,Seine-Saint-Denis,Saint-Martin
dce269f2-a71e-485e-9417-de92f4c3779d,Olivier,Margaux,Ophtalmologue,31040,Marchal-les-Bains,Ain,Midi-Pyrénées
47629a80-f8bf-4580-b881-25ff8b94d82d,Hervé,Geneviève,Pédiatre,50189,Sainte Bernadettedan,Aveyron,Nouvelle-Calédonie
ca8c6bff-8128-4dec-8a92-e2d3bcc194ee,Tanguy,Éléonore,Dermatologue,10080,GaudinBourg,Creuse,Saint-Barthélémy
e301dc8c-2c40-44d1-ad6c-e3e8e84c6019,Normand,Frédéric,Ophtalmologue,98611,Dupont,Savoie,Aquitaine
72ef3fdb-64b5-4260-83a9-a6bcb958aefd,Muller,Thibault,Dermatologue,12727,Giraud,Somme,Guadeloupe
c09007a3-d727-43e3-ac90-fcd05c9c4587,Hardy,Céline,Pédiatre,49125,Saint Anaïsnec,Haute-Savoie,Rhone-Alpes
61149f02-3945-4224-ae42-4880bac25b1c,Michel,Gilles,Cardiologue,54862,Saint Aimée,Hauts-de-Seine,Bourgogne
1efbf874-e6e1-43b9-a762-610a13b271d5,Chrétien,Xavier,Ophtalmologue,17252,Regnier-sur-Baudry,Seine-Saint-Denis,Auvergne
f2f146c7-e72f-4da4-95ca-e05887861cf9,Lecomte,Laetitia,Cardiologue,41823,Camus,Moselle,Languedoc-Roussillon
194c0fec-4821-4a4b-83e6-1732ea6031f4,Philippe,Gabrielle,Dermatologue,53491,Mendès,Alpes-Maritimes,Guadeloupe
f3773aca-352c-422f-b0e4-ffb4837b0625,Chevalier,Catherine,Généraliste,17823,Breton,Aube,Saint-Pierre-et-Miquelon
06b92f37-402d-4acc-ac13-b085a5b94238,Fischer,Guy,Cardiologue,64745,Rey-sur-Diallo,Seine-et-Marne,Poitou-Charentes
91ef398f-f5f4-434e-96a7-3eb99a29d3d1,Mendès,Jean,Cardiologue,64512,Fouquet,Tarn-et-Garonne,Martinique
864a72a0-bd86-4b3f-a41d-f722a572f2ef,Roussel,Thierry,Ophtalmologue,97122,Sainte Nathaliedan,Martinique,Alsace
5eaff760-80a1-4aa6-9be5-a7d3a159650c,Jourdan,Timothée,Dermatologue,37612,Girard-sur-Rocher,Charente,Saint-Martin
b0845a82-0363-4a8c-bbf8-7e5f4ea39778,Gauthier,Margaux,Pédiatre,07979,Payet,Pyrénées-Orientales,Aquitaine
2774bbea-946f-4d37-bc34-c1cf66076f9a,Brunel,Adrienne,Généraliste,97124,Perez,Pyrénées-Atlantiques,Mayotte
2c159c53-2ba5-4568-8e70-2ab4c8f7f410,Michel,Robert,Ophtalmologue,44971,Guillot-les-Bains,Haute-Garonne,Saint-Martin
47a9d3ca-16e3-4ec4-8001-6761f97088d9,Normand,Dorothée,Pédiatre,15010,Saint Olivier,Drôme,Bretagne
5e96574a-94e6-4fe9-963a-c3c9c49734a3,Roger,René,Ophtalmologue,00464,ColasVille,Nièvre,Guadeloupe
2c721e17-ea1d-4dd4-a4fc-127da9c4db3d,Briand,Daniel,Cardiologue,29862,Jacques,Ardennes,Saint-Pierre-et-Miquelon
5235fa59-ef9b-472e-afcb-ceb76176de2e,Lucas,Élodie,Généraliste,94839,Sainte Sophie,Indre,Polynésie française
a41fb757-8812-41c0-916e-8e7426d96b79,Pierre,Joséphine,Cardiologue,99716,Leclerc-les-Bains,Meuse,Nord-Pas-de-Calais
bb67cf4b-53a9-4ed5-8325-0d7ce1e91400,Lesage,Éléonore,Généraliste,32809,Saint Valérie,Hauts-de-Seine,Saint-Martin
76a6fd82-8916-40f5-abac-27e8c07cd055,Olivier,Thibault,Dermatologue,82709,Guibertnec,Yonne,Haute-Normandie
c06f01e7-e37f-4b62-a7b6-5b44e21f0957,Rousseau,Margot,Ophtalmologue,85763,Sainte Mathilde,Lozère,Saint-Martin
c173d754-1ed9-4e2f-b937-705fdcc97741,Paris,Henriette,Généraliste,65309,ThomasBourg,Vaucluse,Rhone-Alpes
794403cd-8c2b-48e2-97d9-bbfdffc7ebae,Cordier,Monique,Dermatologue,43455,Leblanc,Gers,Mayotte
8ebcb77b-161d-411a-89dc-18d7cd2acab5,Marion,Nath,Généraliste,70953,Monnier,Var,Île-de-France
e44910cd-09a5-4276-be5d-bf1df36d3bb3,Mercier,Émile,Généraliste,14378,Sainte Maurice,Haute-Garonne,Île-de-France
34e15b17-c379-447d-9dcf-5ea1ff59416b,Gallet,Raymond,Pédiatre,52893,Joly,Gironde,Basse-Normandie
478cc146-6fd1-41bb-b8f9-c9a215baae32,Garnier,Laure,Dermatologue,15412,BrunVille,Aude,Champagne-Ardenne
885fe541-27b4-4dca-839c-6bba785328d4,Dos Santos,Margaud,Généraliste,30116,LecoqVille,Val-de-Marne,Rhone-Alpes
58173b4d-a2bc-4a54-96e1-84e8cb0a9650,Pierre,Olivie,Pédiatre,21646,Grenier,Deux-Sèvres,Languedoc-Roussillon
430c3c10-cb70-4b93-a557-1d45bb9b767f,Renard,Franck,Ophtalmologue,42794,Marchal-sur-Pottier,Guyane,Lorraine
70e94eb6-4186-49a6-856e-2f94712334c7,Jourdan,Émile,Ophtalmologue,87369,Sainte Guy,Loire,Basse-Normandie
445987bf-b1a1-42ec-a0a8-2c21014643d1,Humbert,Théodore,Ophtalmologue,55977,Vallet,Var,Midi-Pyrénées
325a9a17-53da-4827-98ef-a6f42901b6f5,Chauvin,Élisabeth,Ophtalmologue,41322,Evrard,Haute-Marne,Saint-Pierre-et-Miquelon
070f3cc3-30ad-4dbc-9a91-88cef3faa07d,Tessier,Marianne,Pédiatre,31977,Vincent,Morbihan,Rhone-Alpes
9c5360cb-ef68-4582-a188-cda6ea939784,Joubert,Robert,Généraliste,72968,Alves,Cantal,Nord-Pas-de-Calais
